Unnamed: 0,Serie,Desde,Hasta,Localidad,Local,Habilitados,Accesible,Urb/Rur,file
157,HBE,12447,12898,Lagunón,Policlínica Lagunón-Chasque de los Santos s/n,400,N,U,planes_circuitales\Rivera.pdf
158,HBF,1,661,Barrio Insaust,"Escuela N°110, Misiones N°1330",410,S,U,planes_circuitales\Rivera.pdf
159,HBF,662,1221,Barrio Insaust,"Escuela N°110, Misiones N°1330",400,S,U,planes_circuitales\Rivera.pdf
160,HBF,1222,1782,Barrio Insaust,"Escuela N°110, Misiones N°1330",400,S,U,planes_circuitales\Rivera.pdf
161,HBF,1783,2292,Barrio Insaust,"Escuela N°44, Luis Alberto de Herrera s/n",400,S,U,planes_circuitales\Rivera.pdf
162,HBF,2293,2802,Barrio Insaust,"Escuela N°44, Luis Alberto de Herrera s/n",400,S,U,planes_circuitales\Rivera.pdf
163,HBF,2803,3272,Barrio Insaust,"Escuela N°44, Luis Alberto de Herrera s/n",400,S,U,planes_circuitales\Rivera.pdf
164,HBF,3273,3731,Barrio Insaust,"Escuela N°44, Luis Alberto de Herrera s/n",400,S,U,planes_circuitales\Rivera.pdf
165,HBF,3732,4191,Barrio Insaust,"Escuela N°44, Luis Alberto de Herrera s/n",400,S,U,planes_circuitales\Rivera.pdf
166,HBF,4192,4617,Barrio Bisio,"Escuela N°112, Domingo Arena N°1540",400,N,U,planes_circuitales\Rivera.pdf
167,HBF,4618,5059,Barrio Bisio,"Escuela N°112, Domingo Arena N°1540",405,N,U,planes_circuitales\Rivera.pdf
168,HBG,1,556,aso de la Estiv,"Escuela N°111-Salón 4to.C, J. Acosta y L.Romero",382,S,U,planes_circuitales\Rivera.pdf
169,HBG,557,1086,aso de la Estiv,"Escuela N°111, J. Acosta y Luciano Romero",382,S,U,planes_circuitales\Rivera.pdf
170,HBG,1087,1596,aso de la Estiv,"Escuela N°111, J. Acosta y Luciano Romero",382,S,U,planes_circuitales\Rivera.pdf
171,HBG,1597,2088,aso de la Estiv,"Escuela N°111, J. Acosta y Luciano Romero",382,S,U,planes_circuitales\Rivera.pdf
172,HBG,2089,2545,aso de la Estiv,"Jardín N° 155, Raúl E. Tal y J. Acosta",382,S,U,planes_circuitales\Rivera.pdf
173,HBG,2546,2987,aso de la Estiv,"Jardín N° 155, Raúl E. Tal y J. Acosta",382,S,U,planes_circuitales\Rivera.pdf
174,HBG,2988,3430,aso de la Estiv,"Jardín N° 155, Raúl E. Tal y J. Acosta",382,S,U,planes_circuitales\Rivera.pdf
175,HBG,3431,3868,arrio Progres,"Escuela N°45, Andresito y Aparicio Saravia",382,S,U,planes_circuitales\Rivera.pdf
176,HBG,3869,4276,arrio Progres,"Escuela N°45, Andresito y Aparicio Saravia",382,S,U,planes_circuitales\Rivera.pdf
177,HBG,4277,4670,arrio Progres,"Escuela N°45, Andresito y Aparicio Saravia",382,S,U,planes_circuitales\Rivera.pdf
178,HBG,4671,5086,arrio Progres,"Escuela N°45, Andresito y Aparicio Saravia",386,S,U,planes_circuitales\Rivera.pdf
179,HCA,1,1706E,tación Ataqu,sEscuela N°61,192,S,R,planes_circuitales\Rivera.pdf
HCB,1,1423,Cerro Solito,Escuela N°19,111,S,R,,planes_circuitales\Rivera.pdf
181,HCC,1,6475,Tranqueras,"Escuela N°3, Elena Navarro s/n",307,S,R,planes_circuitales\Rivera.pdf
182,HCC,6476,7651,Tranqueras,"Escuela N°3, Elena Navarro s/n",297,S,R,planes_circuitales\Rivera.pdf
183,HCC,7652,8495,Tranqueras,"Escuela N°3, Elena Navarro s/n",297,S,R,planes_circuitales\Rivera.pdf
184,HCC,8496,9289,Tranqueras,"Escuela N°3, Elena Navarro s/n",297,S,R,planes_circuitales\Rivera.pdf
185,HCC,9290,9947,Tranqueras,"Jardín N°138, Elena Navarro s/n",297,N,R,planes_circuitales\Rivera.pdf
186,HCC,9948,10636,Tranqueras,"Jardín N°138, Elena Navarro s/n",297,N,R,planes_circuitales\Rivera.pdf
187,HCC,10637,11159,Tranqueras,"Jardín N°138, Elena Navarro s/n",297,N,R,planes_circuitales\Rivera.pdf
188,HCC,11160,11670,Tranqueras,"Jardín N°138, Elena Navarro s/n",297,N,R,planes_circuitales\Rivera.pdf
189,HCC,11671,12150,Tranqueras,"Centro Artigas Uruguay, 18 de Julio s/n",297,N,R,planes_circuitales\Rivera.pdf
190,HCC,12151,12632,Tranqueras,"Centro Artigas Uruguay, 18 de Julio s/n",297,N,R,planes_circuitales\Rivera.pdf
191,HCC,12633,13088,Tranqueras,"Alcaldía, 18 de Julio y F.Rivera",297,S,R,planes_circuitales\Rivera.pdf
192,HCC,13089,13505,Tranqueras,"Alcaldía, 18 de Julio y F.Rivera",297,S,R,planes_circuitales\Rivera.pdf
193,HCC,13506,13875,Tranqueras,"Biblioteca, F.Rivera y 18 de Julio",297,S,R,planes_circuitales\Rivera.pdf
194,HCC,13876,14231,Tranqueras,"Liceo-Salón 1, F.Rivera y Dr. Dellepiane",297,S,R,planes_circuitales\Rivera.pdf
195,HCC,14232,14580,Tranqueras,"Liceo-Salón 3, F.Rivera y Dr. Dellepiane",297,S,R,planes_circuitales\Rivera.pdf
