Circuito,Serie,Desde,Hasta,Localidad,Local,Habilitados,Accesible,Urb/Rur,Unnamed: 0,file
1.0,CAA,1,14365,CANELONES,"Liceo N°1 ""Tomás Berreta"", Treinta y Tres esq. Juaquín Suárez",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
2.0,CAA,14366,16729,CANELONES,"Liceo N°1 ""Tomás Berreta"", Treinta y Tres esq. Juaquín Suárez",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
3.0,CAA,16730,18564,CANELONES,"Liceo N°1 ""Tomás Berreta"", Treinta y Tres esq. Juaquín Suárez",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
4.0,CAA,18565,19851,CANELONES,"Liceo N°1 ""Tomás Berreta"", Treinta y Tres esq. Juaquín Suárez",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
5.0,CAA,19852,20987,CANELONES,"Liceo N°1 ""Tomás Berreta"", Treinta y Tres esq. Juaquín Suárez",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
6.0,CAA,20988,22026,CANELONES,"Liceo N°1 ""Tomás Berreta"", Treinta y Tres esq. Juaquín Suárez",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
7.0,CAA,22027,23113,CANELONES,"Escuela N° 101 y 102, Treinta y Tres entre J. Suárez y Zorrilla",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
8.0,CAA,23114,23918,CANELONES,"Escuela N° 101 y 102, Treinta y Tres entre J. Suárez y Zorrilla",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
9.0,CAA,23919,24663,CANELONES,"Escuela N° 101 y 102, Treinta y Tres entre J. Suárez y Zorrilla",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
10.0,CAA,24664,25420,CANELONES,"Escuela N° 101 y 102, Treinta y Tres entre J. Suárez y Zorrilla",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
11.0,CAA,25421,26340,CANELONES,"Escuela N° 101 y 102, Treinta y Tres entre J. Suárez y Zorrilla",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
12.0,CAA,26341,27092,CANELONES,"Escuela N° 101 y 102, Treinta y Tres entre J. Suárez y Zorrilla",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
13.0,CAA,27093,27795,CANELONES,"Escuela N° 101 y 102, Treinta y Tres entre J. Suárez y Zorrilla",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
14.0,CAA,27796,28661,CANELONES,"Escuela N° 101 y 102, Treinta y Tres entre J. Suárez y Zorrilla",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
15.0,CAA,28662,29241,CANELONES,"Escuela N° 101 y 102, Treinta y Tres entre J. Suárez y Zorrilla",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
16.0,CAA,29242,29781,CANELONES,"Instituto de Formación Docente, Treinta y Tres y J. Suárez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
17.0,CAA,29782,30491,CANELONES,"Instituto de Formación Docente, Treinta y Tres y J. Suárez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
18.0,CAA,30492,31348,CANELONES,"Instituto de Formación Docente, J. Suárez entre Treinta y Tres y F. Sánchez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
19.0,CAA,31349,31909,CANELONES,"Liceo Guadalupe, Batlle y Ordóñez N° 647",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
20.0,CAA,31910,32469,CANELONES,"Liceo Guadalupe, Batlle y Ordóñez N° 647",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
21.0,CAA,32470,33128,CANELONES,"Liceo Guadalupe, Batlle y Ordóñez N° 647",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
22.0,CAA,33129,33874,CANELONES,"Liceo Guadalupe, Batlle y Ordóñez N° 647",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
23.0,CAA,33875,34405,CANELONES,"Instituto de Estudios Canarios, Treinta y Tres N° 671",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
24.0,CAA,34406,34997,CANELONES,"Instituto de Estudios Canarios, Treinta y Tres N° 671",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
25.0,CAA,34998,35601,CANELONES,"Colegio María Auxiliadora, Treinta y Tres N° 654",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
26.0,CAA,35602,36182,CANELONES,"Colegio María Auxiliadora, Treinta y Tres N° 654",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
27.0,CAA,36183,36707,CANELONES,"Colegio María Auxiliadora, Treinta y Tres N° 654",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
28.0,CAA,36708,37282,CANELONES,"Colegio María Auxiliadora, Treinta y Tres N° 654",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
29.0,CAA,37283,37790,CANELONES,"Colegio María Auxiliadora, Treinta y Tres N° 654",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
30.0,CAA,37791,38284,CANELONES,"Escuela N° 110, Batlle y Ordóñez esquina V. Varela",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
31.0,CAA,38285,38783,CANELONES,"Escuela N° 110, Batlle y Ordóñez esquina V. Varela",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
32.0,CAA,38784,39279,CANELONES,"Escuela N° 110, Batlle y Ordóñez esquina V. Varela",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
33.0,CAA,39280,39829,CANELONES,"Escuela N° 110, Batlle y Ordóñez esquina V. Varela",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
34.0,CAA,39830,40299,CANELONES,"Escuela N° 110, Batlle y Ordóñez esquina V. Varela",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
35.0,CAA,40300,40745,CANELONES,"Escuela N° 110, Batlle y Ordóñez esquina V. Varela",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
36.0,CAA,40746,41210,CANELONES,"Escuela N° 110, Batlle y Ordóñez esquina V. Varela",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
37.0,CAA,41211,41654,CANELONES,"Escuela N° 110, Batlle y Ordóñez esquina V. Varela",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
38.0,CAA,41655,42128,CANELONES,"Escuela N° 110, Batlle y Ordóñez esquina V. Varela",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
39.0,CAA,42129,42605,CANELONES,"Escuela N° 110, Batlle y Ordóñez esquina V. Varela",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
40.0,CAA,42606,43068,CANELONES,"Escuela N° 110, Treinta y Tres entre T. Cabana y V. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
41.0,CAA,43069,43496,CANELONES,"Escuela N° 110, Treinta y Tres entre T. Cabana y V. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
42.0,CAA,43497,43922,CANELONES,"UTU, J. E. Rodó y Vía Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
43.0,CAA,43923,44340,CANELONES,"UTU, J. E. Rodó y Vía Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
44.0,CAA,44341,44774,CANELONES,"UTU, J. E. Rodó y Vía Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
45.0,CAA,44775,45207,CANELONES,"UTU, J. E. Rodó y Vía Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
46.0,CAA,45208,45633,CANELONES,"UTU, J. E. Rodó y Vía Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
47.0,CAA,45634,46051,CANELONES,"UTU, J. E. Rodó y Vía Férrea",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
48.0,CAA,46052,46461,CANELONES,"Liceo N° 2, Hermenegildo López entre T. González y T. Berreta",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
49.0,CAA,46462,46869,CANELONES,"Liceo N° 2, Hermenegildo López entre T. González y T. Berreta",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
50.0,CAA,46870,47274,CANELONES,"Liceo N° 2, Hermenegildo López entre T. González y T. Berreta",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
51.0,CAA,47275,47682,CANELONES,"Liceo N° 2, Hermenegildo López entre T. González y T. Berreta",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
52.0,CAA,47683,48087,CANELONES,"Liceo N° 2, Hermenegildo López entre T. González y T. Berreta",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
53.0,CAA,48088,48546,CANELONES,"E.M.A.O., José Batlle y Ordóñez No 368",400.0,,Urbano,,planes_circuitales\Canelones.pdf
54.0,CBA,1,11002,SANTA LUCÍA,"Colegio Inmaculada Concepción, Rivera N° 538",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
55.0,CBA,11003,13453,SANTA LUCÍA,"Colegio Inmaculada Concepción, Rivera N° 538",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
56.0,CBA,13454,16127,SANTA LUCÍA,"Colegio Inmaculada Concepción, Rivera N° 538",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
57.0,CBA,16128,18711,SANTA LUCÍA,"Escuela N°255, Dr. Legnani N° 443 y J. Suárez",410.0,N,Urbano,,planes_circuitales\Canelones.pdf
58.0,CBA,18712,19748,SANTA LUCÍA,"Escuela N°255, Dr. Legnani N° 443 y J. Suárez",410.0,N,Urbano,,planes_circuitales\Canelones.pdf
59.0,CBA,19749,21698,SANTA LUCÍA,"Escuela N°104, República Argentina y L. A. de Herrera",410.0,N,Urbano,,planes_circuitales\Canelones.pdf
60.0,CBA,21699,22527,SANTA LUCÍA,"Escuela N°104, República Argentina y L. A. de Herrera",410.0,N,Urbano,,planes_circuitales\Canelones.pdf
61.0,CBA,22528,23293,SANTA LUCÍA,"Escuela N°104, República Argentina y L. A. de Herrera",410.0,N,Urbano,,planes_circuitales\Canelones.pdf
62.0,CBA,23294,24113,SANTA LUCÍA,"Escuela N°104, República Argentina y L. A. de Herrera",410.0,N,Urbano,,planes_circuitales\Canelones.pdf
63.0,CBA,24114,24786,SANTA LUCÍA,"Escuela N°104, República Argentina y L. A. de Herrera",410.0,N,Urbano,,planes_circuitales\Canelones.pdf
64.0,CBA,24787,25572,SANTA LUCÍA,"Escuela N°104, República Argentina y L. A. de Herrera",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
65.0,CBA,25573,26294,SANTA LUCÍA,"Escuela N°104, República Argentina y L. A. de Herrera",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
66.0,CBA,26295,26823,SANTA LUCÍA,"Escuela N°104, República Argentina y L. A. de Herrera",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
67.0,CBA,26824,27533,SANTA LUCÍA,"Escuela N°104, República Argentina y L. A. de Herrera",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
68.0,CBA,27534,28227,SANTA LUCÍA,"Liceo N°2, Tajes esq. Brasil",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
69.0,CBA,28228,28770,SANTA LUCÍA,"Liceo N°2, Tajes esq. Brasil",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
71.0,CBA,29329,29955,SANTA LUCÍA,"Liceo N°2, Tajes esq. Brasil",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
72.0,CBA,29956,30485,SANTA LUCÍA,"Liceo N°2, Tajes esq. Brasil",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
73.0,CBA,30486,30992,SANTA LUCÍA,"Liceo N°1, Sarandí y Vicente Grucci",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
74.0,CBA,30993,31570,SANTA LUCÍA,"Liceo N°1, Sarandí y Vicente Grucci",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
75.0,CBA,31571,32092,SANTA LUCÍA,"Liceo N°1, Sarandí y Vicente Grucci",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
76.0,CBA,32093,32569,SANTA LUCÍA,"Liceo N°1, Sarandí y Vicente Grucci",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
77.0,CBA,32570,33029,SANTA LUCÍA,"Liceo N°1, Sarandí y Vicente Grucci",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
78.0,CBA,33030,33491,SANTA LUCÍA,"Escuela N°140, Miranda entre Mitre y 18 de Julio",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
79.0,CBA,33492,33956,SANTA LUCÍA,"Escuela N°140, Miranda entre Mitre y 18 de Julio",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
80.0,CBA,33957,34391,SANTA LUCÍA,"Escuela N°140, Miranda entre Mitre y 18 de Julio",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
81.0,CBA,34392,34820,SANTA LUCÍA,"Escuela N°140, Miranda entre Mitre y 18 de Julio",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
82.0,CBA,34821,35266,SANTA LUCÍA,"Escuela N°140, Miranda entre Mitre y 18 de Julio",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
83.0,CBA,35267,35719,SANTA LUCÍA,"Escuela N°140, Miranda entre Mitre y 18 de Julio",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
84.0,CBA,35720,36142,SANTA LUCÍA,"Escuela N°140, Miranda entre Mitre y 18 de Julio",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
85.0,CBA,36143,36567,SANTA LUCÍA,"UTU, Pecoche esq. Lenzué",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
86.0,CBA,36568,36996,SANTA LUCÍA,"UTU, Pecoche esq. Lenzué",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
87.0,CBA,36997,37409,SANTA LUCÍA,"UTU, Pecoche esq. Lenzué",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
88.0,CBA,37410,37817,SANTA LUCÍA,"UTU, Pecoche esq. Lenzué",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
89.0,CBA,37818,38222,SANTA LUCÍA,"UTU, Pecoche esq. Lenzué",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
90.0,CBA,38223,38628,SANTA LUCÍA,"Casa de La Cultura, Rivera casi José Enrique Rodo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
91.0,CBA,38629,39064,SANTA LUCÍA,"Casa de La Cultura, Rivera casi José Enrique Rodo",409.0,S,Urbano,,planes_circuitales\Canelones.pdf
92.0,CBB,1,1566,PASO DE PACHE,"Escuela N° 73, Ruta 63 Km 6,500",229.0,S,Rural,,planes_circuitales\Canelones.pdf
93.0,CBB,1567,1876,PASO DE PACHE,"Escuela N° 73, Ruta 63 Km 6,500",230.0,S,Rural,,planes_circuitales\Canelones.pdf
94.0,CBC,1,819,PASO FRANQUEZ,"Escuela N° 30, Ruta 5 y Ruta 81",199.0,S,Rural,,planes_circuitales\Canelones.pdf
95.0,CCA,1,5771,LOS CERRILLOS,"Casa de La Cultura, Z. San Martín entre Tajes y J.P. Varela",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
96.0,CCA,5772,7028,LOS CERRILLOS,"Casa de La Cultura, Z. San Martín entre Tajes y J.P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
97.0,CCA,7029,8050,LOS CERRILLOS,"Casa de La Cultura, Z. San Martín entre Tajes y J.P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
98.0,CCA,8051,8773,LOS CERRILLOS,"Escuela N°123, Zorrilla de San Martín y Tajes",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
99.0,CCA,8774,9468,LOS CERRILLOS,"Escuela N°123, Zorrilla de San Martín y Tajes",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
100.0,CCA,9469,10067,LOS CERRILLOS,"Escuela N°123, Zorrilla de San Martín y Tajes",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
101.0,CCA,10068,10618,LOS CERRILLOS,"Escuela N°123, Zorrilla de San Martín y Tajes",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
102.0,CCA,10619,11142,LOS CERRILLOS,"Colegio Santa Isabel, Fernando Otorguez y Ruta 36",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
103.0,CCA,11143,11650,LOS CERRILLOS,"Colegio Santa Isabel, Fernando Otorguez y Ruta 36",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
104.0,CCA,11651,12114,LOS CERRILLOS,"Colegio Santa Isabel, Fernando Otorguez y Ruta 36",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
106.0,CCA,12585,13016,LOS CERRILLOS,"Liceo Los Cerrillos, Treinta y tres  y Jose Pedro Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
107.0,CCA,13017,13428,LOS CERRILLOS,"Liceo Los Cerrillos, Treinta y tres  y Jose Pedro Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
108.0,CCA,13429,13869,LOS CERRILLOS,"Liceo Los Cerrillos, Treinta y tres  y Jose Pedro Varela",403.0,S,Urbano,,planes_circuitales\Canelones.pdf
109.0,CCB,1,3201,AGUAS CORRIENTES,"Escuela N° 3, Paganini N° 44",330.0,S,Urbano,,planes_circuitales\Canelones.pdf
110.0,CCB,3202,3801,AGUAS CORRIENTES,"Escuela N° 3, Paganini N° 44",330.0,S,Urbano,,planes_circuitales\Canelones.pdf
111.0,CCB,3802,4196,AGUAS CORRIENTES,"Escuela N° 3, Paganini N° 44",330.0,S,Urbano,,planes_circuitales\Canelones.pdf
112.0,CCB,4197,4560,AGUAS CORRIENTES,"Escuela N° 3, Paganini N° 44",331.0,S,Urbano,,planes_circuitales\Canelones.pdf
113.0,CDA,1,13881,LAS PIEDRAS ESTE,"Liceo N° 1 Manuel Rosé, B y Ordóñez entre Rivera y Lavalleja",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
114.0,CDA,13882,17583,LAS PIEDRAS ESTE,"Liceo N° 1 Manuel Rosé, B y Ordóñez entre Rivera y Lavalleja",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
115.0,CDA,17584,21534,LAS PIEDRAS ESTE,"Liceo N° 1 Manuel Rosé, B y Ordóñez entre Rivera y Lavalleja",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
116.0,CDA,21535,24209,LAS PIEDRAS ESTE,"Liceo N° 1 Manuel Rosé, B y Ordóñez entre Rivera y Lavalleja",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
117.0,CDA,24210,26837,LAS PIEDRAS ESTE,"Liceo N° 1 Manuel Rosé, B y Ordóñez entre Rivera y Lavalleja",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
118.0,CDA,26838,29010,LAS PIEDRAS ESTE,"Liceo N° 1 Manuel Rosé, B y Ordóñez entre Rivera y Lavalleja",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
119.0,CDA,29011,31434,LAS PIEDRAS ESTE,"Liceo N° 1 Manuel Rosé, B y Ordóñez entre Rivera y Lavalleja",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
120.0,CDA,31435,33525,LAS PIEDRAS ESTE,"Liceo N° 1 Manuel Rosé, B y Ordóñez entre Rivera y Lavalleja",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
121.0,CDA,33526,35012,LAS PIEDRAS ESTE,"Colegio San Isidro, Gral Flores N° 654",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
122.0,CDA,35013,36963,LAS PIEDRAS ESTE,"Colegio San Isidro, Gral Flores N° 654",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
123.0,CDA,36964,38650,LAS PIEDRAS ESTE,"Colegio San Isidro, Gral Flores N° 654",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
124.0,CDA,38651,40318,LAS PIEDRAS ESTE,"Colegio San Isidro, Gral Flores N° 654",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
125.0,CDA,40319,41891,LAS PIEDRAS ESTE,"Escuelas 106/226, Fco. Soca esq. Garibaldi",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
126.0,CDA,41892,43477,LAS PIEDRAS ESTE,"Escuelas 106/226, Fco. Soca esq. Garibaldi",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
127.0,CDA,43478,44555,LAS PIEDRAS ESTE,"Escuelas 106/226, Fco. Soca esq. Garibaldi",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
128.0,CDA,44556,45619,LAS PIEDRAS ESTE,"Escuelas 106/226, Fco. Soca esq. Garibaldi",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
129.0,CDA,45620,46504,LAS PIEDRAS ESTE,"Escuelas 106/226, Fco. Soca esq. Garibaldi",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
130.0,CDA,46505,47368,LAS PIEDRAS ESTE,"Escuelas 106/226, Fco. Soca esq. Garibaldi",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
131.0,CDA,47369,48217,LAS PIEDRAS ESTE,"Escuelas 106/226, Fco. Soca esq. Garibaldi",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
132.0,CDA,48218,49079,LAS PIEDRAS ESTE,"Escuelas 106/226, Fco. Soca esq. Garibaldi",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
133.0,CDA,49080,49964,LAS PIEDRAS ESTE,"Colegio San José, Lavalleja N° 664",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
134.0,CDA,49965,51324,LAS PIEDRAS ESTE,"Colegio San José, Lavalleja N° 664",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
135.0,CDA,51325,52601,LAS PIEDRAS ESTE,"Colegio San José, Lavalleja N° 664",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
136.0,CDA,52602,53836,LAS PIEDRAS ESTE,"Colegio ""New Castle"", Avda. Artigas N° 462",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
137.0,CDA,53837,55116,LAS PIEDRAS ESTE,"Colegio ""New Castle"", Avda. Artigas N° 462",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
138.0,CDA,55117,56721,LAS PIEDRAS ESTE,"Colegio ""New Castle"", Avda. Artigas N° 462",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
139.0,CDA,56722,57555,LAS PIEDRAS ESTE,"UTU, B. Brum y Pilar Cabrera",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
141.0,CDA,58460,59328,LAS PIEDRAS ESTE,"UTU, B. Brum y Pilar Cabrera",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
142.0,CDA,59329,60229,LAS PIEDRAS ESTE,"UTU, B. Brum y Pilar Cabrera",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
143.0,CDA,60230,61131,LAS PIEDRAS ESTE,"UTU, B. Brum y Pilar Cabrera",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
144.0,CDA,61132,61988,LAS PIEDRAS ESTE,"UTU, B. Brum y Pilar Cabrera",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
145.0,CDA,61989,62912,LAS PIEDRAS ESTE,"UTU, B. Brum y Pilar Cabrera",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
146.0,CDA,62913,63817,LAS PIEDRAS ESTE,"UTU, B. Brum y Pilar Cabrera",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
147.0,CDA,63818,64656,LAS PIEDRAS ESTE,"Casa de la Juventud, Gral Flores N° 641",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
148.0,CDA,64657,65757,LAS PIEDRAS ESTE,"Casa de la Juventud, Gral Flores N° 641",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
149.0,CDA,65758,67064,LAS PIEDRAS ESTE,"Casa de la Juventud, Gral Flores N° 641",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
150.0,CDA,67065,67793,LAS PIEDRAS ESTE,"Casa de la Juventud, Gral Flores N° 641",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
151.0,CDA,67794,68525,LAS PIEDRAS ESTE,"Colegio Globo Rojo, L. A. de Herrera N° 703",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
152.0,CDA,68526,69142,LAS PIEDRAS ESTE,"Colegio Globo Rojo, L. A. de Herrera N° 703",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
153.0,CDA,69143,69784,LAS PIEDRAS ESTE,"Colegio Globo Rojo, L. A. de Herrera N° 703",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
154.0,CDA,69785,70476,LAS PIEDRAS ESTE,"Escuela N° 205 Experimental, W. Ferreira Aldunate c/ Lavalleja",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
155.0,CDA,70477,71246,LAS PIEDRAS ESTE,"Escuela N° 205 Experimental, W. Ferreira Aldunate c/ Lavalleja",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
156.0,CDA,71247,72072,LAS PIEDRAS ESTE,"Escuela N° 205 Experimental, W. Ferreira Aldunate c/ Lavalleja",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
157.0,CDA,72073,72927,LAS PIEDRAS ESTE,"Escuela N° 205 Experimental, W. Ferreira Aldunate c/ Lavalleja",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
158.0,CDA,72928,73568,LAS PIEDRAS ESTE,"Escuela N° 205 Experimental, W. Ferreira Aldunate c/ Lavalleja",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
159.0,CDA,73569,74334,LAS PIEDRAS ESTE,"Escuela N° 205 Experimental, W. Ferreira Aldunate c/ Lavalleja",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
160.0,CDA,74335,75071,LAS PIEDRAS ESTE,"Escuela N° 205 Experimental, W. Ferreira Aldunate c/ Lavalleja",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
161.0,CDA,75072,76091,LAS PIEDRAS ESTE,"Escuela N° 205 Experimental, W. Ferreira Aldunate c/ Lavalleja",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
162.0,CDA,76092,77070,LAS PIEDRAS ESTE,"Escuela N° 205 Experimental, W. Ferreira Aldunate c/ Lavalleja",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
163.0,CDA,77071,77697,LAS PIEDRAS ESTE,"Escuela N° 205 Experimental, W. Ferreira Aldunate c/ Lavalleja",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
164.0,CDA,77698,78486,LAS PIEDRAS ESTE,"Escuela N° 192 Suecia, Libertad entre Lavalleja y Garibaldi",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
165.0,CDA,78487,79188,LAS PIEDRAS ESTE,"Escuela N° 192 Suecia, Libertad entre Lavalleja y Garibaldi",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
166.0,CDA,79189,79960,LAS PIEDRAS ESTE,"Escuela N° 192 Suecia, Libertad entre Lavalleja y Garibaldi",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
167.0,CDA,79961,80651,LAS PIEDRAS ESTE,"Escuela N° 192 Suecia, Libertad entre Lavalleja y Garibaldi",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
168.0,CDA,80652,81496,LAS PIEDRAS ESTE,"Escuela N° 192 Suecia, Libertad entre Lavalleja y Garibaldi",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
169.0,CDA,81497,84039,LAS PIEDRAS ESTE,"Escuela N° 192 Suecia, Libertad entre Lavalleja y Garibaldi",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
170.0,CDA,84040,84724,LAS PIEDRAS ESTE,"Escuela N° 192 Suecia, Libertad entre Lavalleja y Garibaldi",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
171.0,CDA,84725,85401,LAS PIEDRAS ESTE,"Liceo N° 4 ""V. Trias"", Lavalleja pasando Libertad",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
