Circuito,Serie,Desde,Hasta,Localidad,Local,Habilitados,Accesible,Urb/Rur,Unnamed: 0,file
745.0,CMF,32671,33199,SOLYMAR,"I.F.D, Calle Ombúes Mz.271",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
746.0,CMF,33200,33701,SOLYMAR,"U.T.U., Calle Los Aromos esq. Ombúes",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
747.0,CMF,33702,34164,SOLYMAR,"U.T.U., Calle Los Aromos esq. Ombúes",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
748.0,CMF,34165,34630,SOLYMAR,"U.T.U., Calle Los Aromos esq. Ombúes",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
749.0,CMF,34631,35116,SOLYMAR,"U.T.U., Calle Los Aromos esq. Ombúes",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
750.0,CMF,35117,35605,SOLYMAR,"U.T.U., Calle Los Aromos esq. Ombúes",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
751.0,CMF,35606,36099,SOLYMAR,"Liceo Cooperativo IT-HUÉ, Avda. Giannattasio km 24,500 esq. Perú",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
752.0,CMF,36100,36577,SOLYMAR,"Liceo Cooperativo IT-HUÉ, Avda. Giannattasio km 24,500 esq. Perú",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
753.0,CMF,36578,37076,SOLYMAR,"Liceo Cooperativo IT-HUÉ, Avda. Giannattasio km 24,500 esq. Perú",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
754.0,CMF,37077,37582,SOLYMAR,"Liceo Cooperativo IT-HUÉ, Avda. Giannattasio km 24,500 esq. Perú",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
755.0,CMF,37583,38070,SOLYMAR,"Liceo Cooperativo IT-HUÉ, Avda. Giannattasio km 24,500 esq. Perú",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
756.0,CMF,38071,38513,SOLYMAR,"Escuela N° 218, Cruz del Sur y Amelia Ramírez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
757.0,CMF,38514,38965,SOLYMAR,"Escuela N° 218, Cruz del Sur y Amelia Ramírez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
758.0,CMF,38966,39396,SOLYMAR,"Escuela N° 218, Cruz del Sur y Amelia Ramírez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
759.0,CMF,39397,39831,SOLYMAR,"Escuela N° 218, Cruz del Sur y Amelia Ramírez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
760.0,CMF,39832,40247,SOLYMAR,"Escuela N° 218, Cruz del Sur y Amelia Ramírez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
761.0,CMF,40248,40694,SOLYMAR,"Escuela N° 218, Cruz del Sur y Amelia Ramírez",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
762.0,CMF,40695,41120,SOLYMAR,"Club Lomas de Solymar, Cruz del Sur entre A. Ramirez y D. Garcia Lago",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
763.0,CMF,41121,41562,SOLYMAR,"Club Lomas de Solymar, Cruz del Sur entre A. Ramirez y D. Garcia Lago",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
764.0,CMF,41563,41988,SOLYMAR,"Club Lomas de Solymar, Cruz del Sur entre A. Ramirez y D. Garcia Lago",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
765.0,CMF,41989,42423,SOLYMAR,"Colegio Saleciano, Tuyutí entre Gaviota y Calle 5",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
766.0,CMF,42424,42856,SOLYMAR,"Colegio Saleciano, Tuyutí entre Gaviota y Calle 5",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
767.0,CMF,42857,43289,SOLYMAR,"Colegio Saleciano, Tuyutí entre Gaviota y Calle 5",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
768.0,CMF,43290,43704,SOLYMAR,"Colegio Saleciano, Tuyutí entre Gaviota y Calle 5",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
769.0,CMF,43705,44123,SOLYMAR,"Colegio Saleciano, Tuyutí entre Gaviota y Calle 5",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
770.0,CMF,44124,44534,SOLYMAR,"Colegio Saleciano, Tuyutí entre Gaviota y Calle 5",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
771.0,CMF,44535,44941,SOLYMAR,"Liceo Médanos de Solymar, Avda. Central y Long Beach",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
772.0,CMF,44942,45355,SOLYMAR,"Liceo Médanos de Solymar, Avda. Central y Long Beach",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
773.0,CMF,45356,45765,SOLYMAR,"Liceo Médanos de Solymar, Avda. Central y Long Beach",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
774.0,CMF,45766,46166,SOLYMAR,"Liceo Médanos de Solymar, Avda. Central y Long Beach",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
775.0,CMF,46167,46574,SOLYMAR,"Liceo Médanos de Solymar, Avda. Central y Long Beach",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
776.0,CMF,46575,46978,SOLYMAR,"Liceo Médanos de Solymar, Avda. Central y Long Beach",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
777.0,CMF,46979,47383,SOLYMAR,"Liceo Médanos de Solymar, Avda. Central y Long Beach",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
778.0,CMF,47384,47783,SOLYMAR,"Escuela N° 271, Copacabana y Long Beach",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
779.0,CMF,47784,48191,SOLYMAR,"Escuela N° 271, Copacabana y Long Beach",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
780.0,CMF,48192,48594,SOLYMAR,"Escuela N° 271, Copacabana y Long Beach",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
781.0,CMF,48595,49004,SOLYMAR,"Escuela N° 271, Copacabana y Long Beach",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
782.0,CMF,49005,49513,SOLYMAR,"Escuela N° 271, Copacabana y Long Beach",408.0,S,Urbano,,planes_circuitales\Canelones.pdf
783.0,CMG,1,1028,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
784.0,CMG,1029,2045,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
785.0,CMG,2046,2831,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
786.0,CMG,2832,3630,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
787.0,CMG,3631,4416,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
788.0,CMG,4417,5099,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
789.0,CMG,5100,5757,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
790.0,CMG,5758,6463,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
791.0,CMG,6464,7043,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
792.0,CMG,7044,7624,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
793.0,CMG,7625,8194,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
794.0,CMG,8195,8759,SALINAS,"Escuela N° 136, Gazuvirá y J. P. Varela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
795.0,CMG,8760,9284,SALINAS,"Club Albatros, rambla Costanera s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
796.0,CMG,9285,9772,SALINAS,"Club Albatros, rambla Costanera s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
797.0,CMG,9773,10253,SALINAS,"Club Albatros, rambla Costanera s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
798.0,CMG,10254,10744,SALINAS,"Club Albatros, rambla Costanera s/n",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
799.0,CMG,10745,11215,SALINAS,"Liceo N° 1, Abayubá e Irupé",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
800.0,CMG,11216,11720,SALINAS,"Liceo N° 1, Abayubá e Irupé",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
801.0,CMG,11721,12185,SALINAS,"Liceo N° 1, Abayubá e Irupé",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
802.0,CMG,12186,12646,SALINAS,"Liceo N° 1, Abayubá e Irupé",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
803.0,CMG,12647,13076,SALINAS,"Liceo N° 1, Abayubá e Irupé",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
805.0,CMG,13512,13952,SALINAS,"Liceo N° 1, Abayubá e Irupé",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
806.0,CMG,13953,14390,SALINAS,"Escuela N° 262, Colón y Achiras",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
807.0,CMG,14391,14827,SALINAS,"Escuela N° 262, Colón y Achiras",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
808.0,CMG,14828,15257,SALINAS,"Escuela N° 262, Colón y Achiras",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
809.0,CMG,15258,15677,SALINAS,"Escuela N° 262, Colón y Achiras",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
810.0,CMG,15678,16099,SALINAS,"Escuela N° 262, Colón y Achiras",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
811.0,CMG,16100,16511,SALINAS,"Escuela N° 262, Colón y Achiras",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
812.0,CMG,16512,16920,SALINAS,"Escuela N° 262, Colón y Achiras",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
813.0,CMG,16921,17329,SALINAS,"Escuela N° 262, Colón y Achiras",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
814.0,CMG,17330,17738,SALINAS,"Escuela N° 262, Colón y Achiras",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
815.0,CMG,17739,18151,SALINAS,"Escuela N° 262, Colón y Achiras",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
816.0,CMG,18152,18563,SALINAS,"Liceo N° 2, Irupé y Ceibo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
817.0,CMG,18564,18972,SALINAS,"Liceo N° 2, Irupé y Ceibo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
818.0,CMG,18973,19379,SALINAS,"Liceo N° 2, Irupé y Ceibo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
819.0,CMG,19380,19786,SALINAS,"Liceo N° 2, Irupé y Ceibo",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
820.0,CMG,19787,20265,SALINAS,"Liceo N° 2, Irupé y Ceibo",405.0,S,Urbano,,planes_circuitales\Canelones.pdf
821.0,CMH,1,1015,PARQUE DEL PLATA,"Club Social Parque del Plata, M. Ferreira e/ 12 y 13",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
822.0,CMH,1016,1873,PARQUE DEL PLATA,"Club Social Parque del Plata, M. Ferreira e/ 12 y 13",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
823.0,CMH,1874,2772,PARQUE DEL PLATA,"Club Social Parque del Plata, M. Ferreira e/ 12 y 13",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
824.0,CMH,2773,3547,PARQUE DEL PLATA,"Club Social Parque del Plata, M. Ferreira e/ 12 y 13",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
825.0,CMH,3548,4138,PARQUE DEL PLATA,"Escuela N° 153, Calle D entre 7 y 8",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
826.0,CMH,4139,4750,PARQUE DEL PLATA,"Escuela N° 153, Calle D entre 7 y 8",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
827.0,CMH,4751,5261,PARQUE DEL PLATA,"Escuela N° 153, Calle D entre 7 y 8",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
828.0,CMH,5262,5780,PARQUE DEL PLATA,"Escuela N° 153, Calle D entre 7 y 8",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
829.0,CMH,5781,6266,PARQUE DEL PLATA,"Escuela N° 153, Calle D entre 7 y 8",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
830.0,CMH,6267,6730,PARQUE DEL PLATA,"Escuela N° 153, Calle D entre 7 y 8",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
831.0,CMH,6731,7177,PARQUE DEL PLATA,"Liceo Parque del Plata, Calle 10 entre S y T",410.0,N,Urbano,,planes_circuitales\Canelones.pdf
832.0,CMH,7178,7609,PARQUE DEL PLATA,"Liceo Parque del Plata, Calle 10 entre S y T",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
833.0,CMH,7610,8040,PARQUE DEL PLATA,"Liceo Parque del Plata, Calle 10 entre S y T",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
834.0,CMH,8041,8458,PARQUE DEL PLATA,"Liceo Parque del Plata, Calle 10 entre S y T",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
835.0,CMH,8459,8868,PARQUE DEL PLATA,"Liceo Parque del Plata, Calle 10 entre S y T",400.0,N,Urbano,,planes_circuitales\Canelones.pdf
836.0,CMH,8869,9280,PARQUE DEL PLATA,"Jardín N° 241, Calle 7 entre D y E",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
837.0,CMH,9281,9686,PARQUE DEL PLATA,"Jardín N° 241, Calle 7 entre D y E",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
838.0,CMH,9687,10093,PARQUE DEL PLATA,"Jardín N° 241, Calle 7 entre D y E",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
840.0,CMI,1,697,SAN JOSE DE CARRASCO,"Colegio ALEPH, Giannattasio Km 21,800 esquina Becú",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
841.0,CMI,698,1473,SAN JOSE DE CARRASCO,"Colegio ALEPH, Giannattasio Km 21,800 esquina Becú",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
842.0,CMI,1474,2163,SAN JOSE DE CARRASCO,"Colegio ALEPH, Giannattasio Km 21,800 esquina Becú",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
843.0,CMI,2164,2865,SAN JOSE DE CARRASCO,"Escuela N° 183 y 229, Ruiz Ruiz y Las Canoas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
844.0,CMI,2866,3578,SAN JOSE DE CARRASCO,"Escuela N° 183 y 229, Ruiz Ruiz y Las Canoas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
845.0,CMI,3579,4267,SAN JOSE DE CARRASCO,"Escuela N° 183 y 229, Ruiz Ruiz y Las Canoas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
846.0,CMI,4268,4989,SAN JOSE DE CARRASCO,"Escuela N° 183 y 229, Ruiz Ruiz y Las Canoas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
847.0,CMI,4990,5660,SAN JOSE DE CARRASCO,"Escuela N° 183 y 229, Ruiz Ruiz y Las Canoas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
848.0,CMI,5661,6256,SAN JOSE DE CARRASCO,"Escuela N° 183 y 229, Ruiz Ruiz y Las Canoas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
849.0,CMI,6257,6847,SAN JOSE DE CARRASCO,"Escuela N° 183 y 229, Ruiz Ruiz y Las Canoas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
850.0,CMI,6848,7434,SAN JOSE DE CARRASCO,"Escuela N° 183 y 229, Ruiz Ruiz y Las Canoas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
851.0,CMI,7435,8014,SAN JOSE DE CARRASCO,"Escuela N° 183 y 229, Ruiz Ruiz y Las Canoas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
852.0,CMI,8015,8593,SAN JOSE DE CARRASCO,"Escuela N° 183 y 229, Ruiz Ruiz y Las Canoas",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
853.0,CMI,8594,9169,SAN JOSE DE CARRASCO,"Colegio Lagomar, Río de Janeiro esq. Río Danubio",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
854.0,CMI,9170,9712,SAN JOSE DE CARRASCO,"Colegio Lagomar, Río de Janeiro esq. Río Danubio",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
855.0,CMI,9713,10251,SAN JOSE DE CARRASCO,"Colegio Lagomar, Río de Janeiro esq. Río Danubio",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
856.0,CMI,10252,10819,SAN JOSE DE CARRASCO,"Colegio Lagomar, Río de Janeiro esq. Río Danubio",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
857.0,CMI,10820,11383,SAN JOSE DE CARRASCO,"Colegio Lagomar, Río de Janeiro esq. Río Danubio",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
858.0,CMI,11384,11879,SAN JOSE DE CARRASCO,"Colegio ""Santa Elena"", Varela Cáceres",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
859.0,CMI,11880,12350,SAN JOSE DE CARRASCO,"Colegio ""Santa Elena"", Varela Cáceres",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
860.0,CMI,12351,12832,SAN JOSE DE CARRASCO,"Colegio ""Santa Elena"", Varela Cáceres",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
861.0,CMI,12833,13299,SAN JOSE DE CARRASCO,"Colegio ""Santa Elena"", Varela Cáceres",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
862.0,CMI,13300,13788,SAN JOSE DE CARRASCO,"Colegio ""Santa Elena"", Varela Cáceres",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
863.0,CMI,13789,14296,SAN JOSE DE CARRASCO,"Colegio ""Santa Elena"", Varela Cáceres",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
864.0,CMI,14297,14801,SAN JOSE DE CARRASCO,"Colegio ""Santa Elena"", Varela Cáceres",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
865.0,CMI,14802,15305,SAN JOSE DE CARRASCO,"Colegio ""Santa Elena"", Varela Cáceres",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
866.0,CMI,15306,15816,SAN JOSE DE CARRASCO,"Colegio ""Santa Elena"", Varela Cáceres",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
867.0,CMI,15817,16258,SAN JOSE DE CARRASCO,"Escuela 217 ""Estado de Israel"", Uruguay y San Luis",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
868.0,CMI,16259,16698,SAN JOSE DE CARRASCO,"Escuela 217 ""Estado de Israel"", Uruguay y San Luis",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
869.0,CMI,16699,17122,SAN JOSE DE CARRASCO,"Escuela 217 ""Estado de Israel"", Uruguay y San Luis",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
870.0,CMI,17123,17556,SAN JOSE DE CARRASCO,"Escuela 217 ""Estado de Israel"", Uruguay y San Luis",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
871.0,CMI,17557,17989,SAN JOSE DE CARRASCO,"Escuela 217 ""Estado de Israel"", Uruguay y San Luis",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
872.0,CMI,17990,18427,SAN JOSE DE CARRASCO,"Escuela 217 ""Estado de Israel"", Uruguay y San Luis",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
873.0,CMI,18428,18866,SAN JOSE DE CARRASCO,"Escuela N° 167 ""Simón Bolívar"", San Francisco y Venezuela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
874.0,CMI,18867,19298,SAN JOSE DE CARRASCO,"Escuela N° 167 ""Simón Bolívar"", San Francisco y Venezuela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
875.0,CMI,19299,19735,SAN JOSE DE CARRASCO,"Escuela N° 167 ""Simón Bolívar"", San Francisco y Venezuela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
876.0,CMI,19736,20179,SAN JOSE DE CARRASCO,"Escuela N° 167 ""Simón Bolívar"", San Francisco y Venezuela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
877.0,CMI,20180,20597,SAN JOSE DE CARRASCO,"Escuela N° 167 ""Simón Bolívar"", San Francisco y Venezuela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
878.0,CMI,20598,21006,SAN JOSE DE CARRASCO,"Escuela N° 167 ""Simón Bolívar"", San Francisco y Venezuela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
879.0,CMI,21007,21416,SAN JOSE DE CARRASCO,"Escuela N° 167 ""Simón Bolívar"", San Francisco y Venezuela",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
880.0,CMI,21417,21830,SAN JOSE DE CARRASCO,"Colegio ""José Pedro Varela"", Circunvalación e/ Gestido y Génova",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
881.0,CMI,21831,22243,SAN JOSE DE CARRASCO,"Colegio ""José Pedro Varela"", Circunvalación e/ Gestido y Génova",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
882.0,CMI,22244,22651,SAN JOSE DE CARRASCO,"Colegio ""José Pedro Varela"", Circunvalación e/ Gestido y Génova",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
883.0,CMI,22652,23056,SAN JOSE DE CARRASCO,"Colegio ""José Pedro Varela"", Circunvalación e/ Gestido y Génova",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
884.0,CMI,23057,23461,SAN JOSE DE CARRASCO,"Liceo Shangrilá, Saenz Peña y Paraguay",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
885.0,CMI,23462,23871,SAN JOSE DE CARRASCO,"Liceo Shangrilá, Saenz Peña y Paraguay",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
886.0,CMI,23872,24274,SAN JOSE DE CARRASCO,"Liceo Shangrilá, Saenz Peña y Paraguay",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
887.0,CMI,24275,24752,SAN JOSE DE CARRASCO,"Liceo Shangrilá, Saenz Peña y Paraguay",402.0,S,Urbano,,planes_circuitales\Canelones.pdf
888.0,CMJ,1,556,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
889.0,CMJ,557,1107,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
890.0,CMJ,1108,1666,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
891.0,CMJ,1667,2215,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
892.0,CMJ,2216,2748,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
893.0,CMJ,2749,3258,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
894.0,CMJ,3259,3735,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
895.0,CMJ,3736,4201,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
896.0,CMJ,4202,4682,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
897.0,CMJ,4683,5178,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
898.0,CMJ,5179,5671,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
899.0,CMJ,5672,6168,EL PINAR,"Liceo N° 1, Río Negro y El Hormigón s/n",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
900.0,CMJ,6169,6637,EL PINAR,"Escuela N° 224, Avda. Giannattasio km 28,500",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
901.0,CMJ,6638,7099,EL PINAR,"Escuela N° 224, Avda. Giannattasio km 28,500",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
902.0,CMJ,7100,7538,EL PINAR,"Escuela N° 224, Avda. Giannattasio km 28,500",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
903.0,CMJ,7539,7980,EL PINAR,"Escuela N° 224, Avda. Giannattasio km 28,500",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
904.0,CMJ,7981,8418,EL PINAR,"Escuela N° 224, Avda. Giannattasio km 28,500",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
905.0,CMJ,8419,8854,EL PINAR,"Escuela No162, Cno. Eduardo Pérez e/P. Buttler y 25 de Agosto",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
906.0,CMJ,8855,9289,EL PINAR,"Escuela No162, Cno. Eduardo Pérez e/P. Buttler y 25 de Agosto",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
907.0,CMJ,9290,9733,EL PINAR,"Escuela No162, Cno. Eduardo Pérez e/P. Buttler y 25 de Agosto",410.0,S,Urbano,,planes_circuitales\Canelones.pdf
908.0,CMJ,9734,10165,EL PINAR,"Escuela No162, Cno. Eduardo Pérez e/P. Buttler y 25 de Agosto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
910.0,CMJ,10597,11008,EL PINAR,"Escuela No162, Cno. Eduardo Pérez e/P. Buttler y 25 de Agosto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
911.0,CMJ,11009,11420,EL PINAR,"Escuela No162, Cno. Eduardo Pérez e/P. Buttler y 25 de Agosto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
912.0,CMJ,11421,11832,EL PINAR,"Escuela No162, Cno. Eduardo Pérez e/P. Buttler y 25 de Agosto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
913.0,CMJ,11833,12243,EL PINAR,"Escuela No162, Cno. Eduardo Pérez e/P. Buttler y 25 de Agosto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
914.0,CMJ,12244,12649,EL PINAR,"Escuela No162, Cno. Eduardo Pérez e/P. Buttler y 25 de Agosto",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
915.0,CMJ,12650,13052,EL PINAR,"Liceo IEP, Pérez Butler Mz.214 - Sl.14",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
916.0,CMJ,13053,13459,EL PINAR,"Liceo IEP, Pérez Butler Mz.214 - Sl.14",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
917.0,CMJ,13460,13868,EL PINAR,"Liceo IEP, Pérez Butler Mz.214 - Sl.14",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
918.0,CMJ,13869,14275,EL PINAR,"Liceo IEP, Pérez Butler Mz.214 - Sl.14",400.0,S,Urbano,,planes_circuitales\Canelones.pdf
