Circuito,Serie,Desde,Hasta,Localidad,Local,Habilitados,Accesible,Urb/Rur,file
271,NLB,22645,23143,JUAN LACAZE,ESCUELA ESPECIAL - SALON PRIMARIA II - ROMA 396,400,N,N,planes_circuitales\Colonia.pdf
272,NLB,23144,23593,JUAN LACAZE,ESCUELA ESPECIAL - SALA DE PSICOMOTRICIDAD - ROMA 396,400,S,N,planes_circuitales\Colonia.pdf
273,NLB,23594,24055,JUAN LACAZE,COLEGIO MARIA AUXILIADORA - MERCEDES Y RIVERA,400,S,N,planes_circuitales\Colonia.pdf
274,NLB,24056,24507,JUAN LACAZE,COLEGIO MARIA AUXILIADORA - MERCEDES Y RIVERA,400,S,N,planes_circuitales\Colonia.pdf
275,NLB,24508,24947,JUAN LACAZE,CAIF OLOF PALME - JOSE P. VARELA 230,400,S,N,planes_circuitales\Colonia.pdf
276,NLB,24948,25358,JUAN LACAZE,CAIF LOS SABALITOS - AURORA ESQ. JOSE CAMPOMAR,400,N,N,planes_circuitales\Colonia.pdf
277,NLB,25359,25772,JUAN LACAZE,MUNICIPIO - JOSE SALVO No 273,403,S,N,planes_circuitales\Colonia.pdf
278,NLC,1,423,VILLA PANCHA,LICEO No 1 - SALON 10 - RUTA 54 KM 1,378,S,N,planes_circuitales\Colonia.pdf
279,NLC,424,850,VILLA PANCHA,LICEO No 1 - SALON 4 - RUTA 54 KM 1,378,S,N,planes_circuitales\Colonia.pdf
280,NLC,851,1255,VILLA PANCHA,LICEO No 1 - SALON 8 - RUTA 54 KM 1,378,S,N,planes_circuitales\Colonia.pdf
281,NLC,1256,1646,VILLA PANCHA,LICEO No 1 - SALON 5 - RUTA 54 KM 1,378,S,N,planes_circuitales\Colonia.pdf
282,NLC,1647,2033,VILLA PANCHA,LICEO No 1 - SALON 7 - RUTA 54 KM 1,379,S,N,planes_circuitales\Colonia.pdf
